Time (s),Value A
57.994596004486084,6.48
58.04442381858826,8.6
58.09458804130554,12.2
58.14477562904358,5.91
58.194103479385376,8.18
58.24440288543701,2.82
58.29459309577942,7.54
58.34440469741821,4.0
58.39456796646118,12.2
58.444413900375366,10.48
58.49458360671997,8.24
58.54451894760132,11.26
58.59468936920166,2.44
58.6444251537323,9.53
58.69459104537964,13.56
58.744407176971436,2.44
58.79459190368652,4.35
58.84474730491638,8.0
58.89491534233093,6.55
58.944395780563354,7.93
58.99455785751343,5.29
59.04441571235657,10.63
59.09457492828369,1.41
59.14478921890259,10.72
59.19497776031494,3.46
59.2443630695343,2.0
59.294230937957764,12.44
59.34439992904663,8.12
59.3945574760437,2.0
59.44440960884094,9.32
59.494566440582275,9.0
59.544513463974,2.0
59.59467339515686,1.41
59.64453887939453,7.74
59.694727182388306,2.44
59.74441194534302,1.41
59.79460525512695,3.87
59.84448981285095,1.41
59.89466428756714,11.18
59.94448781013489,9.0
59.99466037750244,2.0
