Time (s),Value A
46.456180572509766,1.73
46.506059408187866,7.81
46.55621814727783,12.52
46.60602807998657,3.31
46.656201124191284,9.21
46.705750942230225,8.18
46.7559118270874,3.31
46.80642032623291,2.0
46.855586528778076,12.24
46.906288862228394,8.0
46.95633316040039,8.94
47.00645875930786,6.92
47.05637288093567,7.28
47.10553956031799,1.41
47.15628123283386,4.89
47.2056450843811,6.78
47.2558970451355,9.59
47.30634117126465,2.0
47.35550594329834,1.41
47.406288862228394,7.07
47.45601773262024,8.77
47.50626540184021,10.48
47.5562539100647,1.0
47.60641121864319,1.41
47.65603280067444,6.48
47.706188678741455,8.83
47.75579905509949,8.12
47.805949449539185,10.04
47.855629205703735,1.41
47.905815839767456,6.16
47.95667290687561,3.46
48.006030797958374,11.95
48.05618739128113,12.36
48.1060688495636,5.56
48.15622568130493,9.43
48.206021547317505,3.74
48.256192684173584,1.41
48.30610203742981,7.68
48.35625958442688,5.65
48.40603971481323,11.53
48.45619750022888,6.48
48.50608205795288,7.21
48.556251764297485,1.41
48.60607290267944,5.29
48.656230211257935,10.04
48.705668449401855,6.85
48.7558319568634,8.06
48.806396484375,12.64
48.85606861114502,6.63
48.90622425079346,13.03
48.9566113948822,3.31
49.00583291053772,10.86
49.056389808654785,1.41
49.106077432632446,9.53
49.15623497962952,2.64
49.20569944381714,9.48
49.25586295127869,7.68
49.30554223060608,3.87
49.355719327926636,4.12
49.40633034706116,5.65
49.45595836639404,9.0
49.506208658218384,6.7
49.55552625656128,8.94
49.60568618774414,2.0
49.65553402900696,2.0
49.705700635910034,8.48
49.75644063949585,7.41
49.80610799789429,8.77
49.85637140274048,6.78
49.90612578392029,10.14
49.95659112930298,6.0
50.00608515739441,8.6
50.05624198913574,10.19
50.105780601501465,7.68
50.155956983566284,8.36
50.206448554992676,2.82
50.2556095123291,11.66
50.3063759803772,7.14
50.35610604286194,5.83
50.406349420547485,6.16
50.456469774246216,2.0
50.50563383102417,6.0
50.5564398765564,10.58
50.606109857559204,8.66
50.656264543533325,7.0
50.70609712600708,7.0
50.75625729560852,1.41
50.80612921714783,8.06
50.85631585121155,4.0
50.906113386154175,11.4
50.95655560493469,12.96
51.006065130233765,1.41
51.05622673034668,9.16
51.1057493686676,9.53
51.15591049194336,6.48
51.20633554458618,2.0
51.255494832992554,2.0
51.3063006401062,8.48
51.35612344741821,7.07
51.40636849403381,10.0
51.455607414245605,4.58
51.505842208862305,4.89
51.55551838874817,6.32
51.60567569732666,7.14
51.656381607055664,8.66
51.706116676330566,4.0
51.756369829177856,1.73
51.80610275268555,4.79
51.8563015460968,11.83
51.90606760978699,12.04
51.95653033256531,6.92
52.00597047805786,3.6
52.05616879463196,9.94
52.106067180633545,5.19
52.15622615814209,1.73
52.205771923065186,1.41
52.2559552192688,6.55
52.30566906929016,4.79
52.35584568977356,7.34
52.406442165374756,8.3
52.456077337265015,6.85
52.50634789466858,7.21
52.555551290512085,8.94
52.605706453323364,8.42
52.65641117095947,7.41
52.706032276153564,9.94
52.75621509552002,7.74
52.80569386482239,10.14
52.8558623790741,11.87
52.90634083747864,12.44
52.955830335617065,5.29
53.00565314292908,11.57
53.055813789367676,10.53
53.10635304450989,8.71
53.156025886535645,7.61
53.20626187324524,5.0
53.25636386871338,3.16
53.30553483963013,2.44
53.355565309524536,2.82
53.40574288368225,7.54
53.45631742477417,5.56
53.506027698516846,6.08
53.556283950805664,7.41
53.60605764389038,8.36
53.65622639656067,7.87
53.705716609954834,3.46
53.75589895248413,1.73
53.80636787414551,2.23
53.855552673339844,2.0
53.90633940696716,8.3
53.95613145828247,11.74
54.006383180618286,12.52
54.056305170059204,10.63
54.1054744720459,4.0
54.15642166137695,1.41
54.206053733825684,13.19
54.25623321533203,12.4
54.306013107299805,11.26
54.356181383132935,6.78
54.405797719955444,8.94
54.45599675178528,9.27
54.505629777908325,8.06
54.55580186843872,4.0
54.60641312599182,7.48
54.6561861038208,6.48
54.70644235610962,9.21
54.756001234054565,7.07
54.80620574951172,6.92
54.855974197387695,5.0
54.90612816810608,13.19
54.956437826156616,12.2
55.00575089454651,9.94
55.055981159210205,10.53
55.10615158081055,7.34
55.15620827674866,7.41
55.206361055374146,1.0
55.256134271621704,4.24
55.306344747543335,4.47
55.35613441467285,12.48
55.406317472457886,8.42
55.45599317550659,7.54
55.50619196891785,8.48
55.55611443519592,10.67
55.60629463195801,8.94
55.65612745285034,12.32
55.70633339881897,11.61
55.75598669052124,1.41
55.8061683177948,7.74
55.856035232543945,12.68
55.90622901916504,1.73
55.9563512802124,9.38
56.00556516647339,8.71
56.05643343925476,2.23
56.106067180633545,13.52
56.15629816055298,10.14
56.206175565719604,2.0
56.2563636302948,12.0
56.30611276626587,7.81
56.35631585121155,1.41
56.40610074996948,1.73
56.45633101463318,4.58
56.50598645210266,9.74
56.556172609329224,8.06
56.60611867904663,2.44
56.65630388259888,7.07
56.705981731414795,8.3
56.75616979598999,2.23
56.80613565444946,9.27
56.856316566467285,6.7
56.906129121780396,8.94
56.956602334976196,9.0
57.00597071647644,1.41
57.056145429611206,4.35
57.10555291175842,8.66
57.15572762489319,7.81
57.20649814605713,9.16
57.25608491897583,6.48
57.30625009536743,7.81
57.35559701919556,2.82
57.40575671195984,9.38
57.45590925216675,8.94
57.50612449645996,9.38
57.55603003501892,4.69
57.60619640350342,4.79
57.65590858459473,10.29
57.7060980796814,6.7
57.75611758232117,3.87
57.80628561973572,12.72
57.85605025291443,2.23
57.90622401237488,10.95
57.95636749267578,9.69
