Time,Sensor,Steps
57.43299174308777,712,28
57.48367428779602,708,28
57.53370404243469,709,28
57.582980155944824,708,28
57.63379430770874,707,28
57.68370866775513,707,28
57.73295450210571,706,28
57.78373980522156,705,28
57.83368802070618,705,28
57.88296461105347,706,28
57.933751344680786,705,28
57.9837429523468,704,28
58.03298211097717,703,28
58.08375096321106,705,28
58.13411569595337,704,28
58.18346309661865,704,28
58.23374700546265,703,28
58.2829532623291,704,28
58.33374285697937,703,28
58.38375163078308,703,28
58.43301749229431,705,28
58.48371887207031,702,28
58.53374433517456,703,28
58.58303236961365,703,28
58.63375973701477,701,28
58.68361854553223,704,28
58.73286771774292,703,28
58.783738136291504,702,28
58.83374261856079,703,28
58.8830292224884,702,28
58.93380093574524,702,28
58.983768463134766,701,28
59.033039808273315,700,28
59.08373785018921,698,28
59.13402271270752,699,28
59.183305978775024,696,28
59.233789682388306,687,28
59.28297829627991,666,28
59.33377289772034,647,28
59.383766651153564,633,28
59.43301749229431,609,28
59.483718156814575,590,29
59.53378438949585,571,29
59.58308219909668,564,30
59.63379144668579,553,31
59.683775186538696,549,32
59.733025789260864,546,32
59.783753871917725,547,33
59.83378553390503,559,34
59.88306021690369,566,35
59.93379998207092,584,35
59.98378229141235,601,36
